hotel_id,name,address,city,country,latitude,longitude,avg_score,total_reviews,price_per_night,has_wifi,has_pool,has_gym,has_sauna,has_restaurant,has_room_service,has_lounge,has_event_space
152,Mercure Hotel Raphael Wien,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,Vienna,Austria,48.1919288,16.3391395,8.5,1264,195,1,0,0,0,1,0,0,0
153,NH Collection Amsterdam Barbizon Palace,Prins Hendrikkade 59 72 Amsterdam City Center 1012 AD Amsterdam Netherlands,Amsterdam,Netherlands,52.3764175,4.9002201,8.6,2865,245,1,0,0,0,1,1,0,0
154,Le Burgundy Paris,6 8 Rue Duphot 1st arr 75001 Paris France,Paris,France,48.8680055,2.3260075,9.1,683,250,1,1,1,1,1,1,0,0
155,Hotel Xenia Autograph Collection,160 Cromwell Road Kensington Kensington and Chelsea London SW5 0TL United Kingdom,London,United Kingdom,51.4946905,-0.1910197,9.0,682,270,1,0,0,0,1,0,0,0
156,Le Relais Montmartre,6 Rue Constance 18th arr 75018 Paris France,Paris,France,48.8854538,2.3335809,9.3,744,255,1,0,0,0,1,0,0,0
157,Novotel Paris 17,34 Avenue Porte d Asni res 17th arr 75017 Paris France,Paris,France,48.8920485,2.3023791,7.9,750,235,1,0,0,0,1,0,0,0
158,Hotel Maison FL,6 Rue De La Tour 16th arr 75016 Paris France,Paris,France,48.8396395,2.2663056,8.7,417,250,1,0,0,0,1,0,0,0
159,Best Western Ducs de Bourgogne,19 Rue Du Pont Neuf 1st arr 75001 Paris France,Paris,France,48.8603483,2.3440535,7.7,684,220,1,0,0,0,1,0,0,0
160,Charlotte Street Hotel,15 17 Charlotte Street Hotel Westminster Borough London W1T 1RJ United Kingdom,London,United Kingdom,51.5184158,-0.1348509,9.5,319,260,1,0,0,0,1,0,1,0
161,Ritz Paris,15 Place Vend me 1st arr 75001 Paris France,Paris,France,48.8679466,2.3289593,9.8,122,305,0,0,0,0,1,0,0,0
162,Hotel Le Six,14 Rue Stanislas 6th arr 75006 Paris France,Paris,France,48.8438352,2.3280708,9.1,177,250,1,0,0,0,1,0,0,0
163,La Villa Maillot,143 Avenue De Malakoff 16th arr 75016 Paris France,Paris,France,48.875551,2.2835191,8.9,445,255,1,0,0,1,1,1,0,0
164,Hotel De Vigny,9 11 rue Balzac 8th arr 75008 Paris France,Paris,France,48.8738672,2.3005894,7.5,368,190,1,0,0,0,1,0,0,0
165,Crowne Plaza Milan City,Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,Milan,Italy,45.4896727,9.2006406,8.5,838,190,1,1,1,1,1,1,0,0
166,Gardette Park Hotel,1 Rue Du G n ral Blaise 11th arr 75011 Paris France,Paris,France,48.8610265,2.3788974,8.2,1011,215,1,0,0,0,1,0,0,0
167,Senator Hotel Vienna,Hernalser Hauptstra e 105 17 Hernals 1170 Vienna Austria,Vienna,Austria,48.2195864,16.3255339,8.1,2718,170,1,0,0,0,1,0,0,0
168,Albus Hotel Amsterdam City Centre,Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands,Amsterdam,Netherlands,52.365823,4.893243,8.2,564,220,1,0,0,0,1,1,0,0
169,The Mandeville Hotel,Mandeville Place Westminster Borough London W1U 2BE United Kingdom,London,United Kingdom,51.5165165,-0.1509735,8.5,2300,245,1,0,0,0,1,1,0,0
170,H tel La Comtesse by Elegancia,29 Avenue De Tourville 7th arr 75007 Paris France,Paris,France,48.853865,2.3072019,9.0,363,280,1,0,0,0,1,1,0,0
171,Grand Hotel Wien,K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2021105,16.3720841,9.0,1375,220,1,0,1,1,1,1,0,0
172,H tel D Aubusson,33 Rue Dauphine 6th arr 75006 Paris France,Paris,France,48.8547329,2.3395277,9.4,941,270,1,0,0,0,1,0,1,0
173,Luxury Suites Amsterdam,Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,Amsterdam,Netherlands,52.3702613,4.9032489,9.3,720,220,1,0,0,0,1,1,0,0
174,Enterprise Hotel Design Boutique,Corso Sempione 91 Fiera Milano City 20149 Milan Italy,Milan,Italy,45.4867005,9.1575137,8.5,1686,210,1,0,0,1,1,0,0,0
175,Mercure Paris Terminus Nord,21 rue de Dunkerque 10th arr 75010 Paris France,Paris,France,48.8794843,2.3556545,7.4,5575,200,1,0,0,0,1,0,0,0
176,Vice Versa,213 rue de la Croix Nivert 15th arr 75015 Paris France,Paris,France,48.8363819,2.2897793,8.3,637,220,1,0,0,0,0,0,0,0
177,Hampshire Hotel Amsterdam American,Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,Amsterdam,Netherlands,52.363889,4.881302,8.5,4032,240,1,0,0,0,1,0,0,0
178,InterContinental Amstel Amsterdam,Professor Tulpplein 1 Amsterdam City Center 1018 GX Amsterdam Netherlands,Amsterdam,Netherlands,52.3600068,4.9051643,9.0,151,265,0,1,0,1,1,0,0,0
179,Best Western Premier Op ra Faubourg Ex Hotel Jules,49 Rue La Fayette 9th arr 75009 Paris France,Paris,France,48.8753359,2.3414617,8.1,1966,235,1,0,0,0,1,0,0,0
180,art otel Amsterdam,Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands,Amsterdam,Netherlands,52.377743,4.897057,9.0,3158,220,1,1,1,1,1,1,0,0
181,Courthouse Hotel London,19 21 Gt Marlborough St Westminster Borough London W1F 7HL United Kingdom,London,United Kingdom,51.5143624,-0.1394483,8.0,1786,245,1,1,0,1,1,1,0,0
182,Hotel Dieci,Largo Rio de Janeiro 12 Citt Studi 20133 Milan Italy,Milan,Italy,45.4738012,9.2239702,8.1,458,165,1,0,0,0,1,0,0,0
183,Hotel Casa Camper,Elisabets 11 Ciutat Vella 08001 Barcelona Spain,Barcelona,Spain,41.3832414,2.1685298,9.6,732,185,1,0,1,0,1,0,1,0
184,Olivia Plaza Hotel,Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3861459,2.1711594,9.3,2757,195,1,0,0,0,1,0,0,0
185,Mercure Josefshof Wien,Josefsgasse 4 6 08 Josefstadt 1080 Vienna Austria,Vienna,Austria,48.2085627,16.3541687,8.3,2526,205,1,0,0,0,1,1,0,0
186,H10 Urquinaona Plaza,Pla a Urquinaona 2 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.3892128,2.1726015,9.1,1875,190,1,1,1,0,1,0,0,0
187,DoubleTree By Hilton Milan,Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,Milan,Italy,45.5005657,9.1383663,8.1,277,165,1,0,0,0,1,0,0,0
188,Radisson Blu Hotel Milan,Via Villapizzone 24 Certosa 20156 Milan Italy,Milan,Italy,45.500667,9.1445874,8.2,1626,215,1,1,1,1,1,1,0,0
189,Hilton London Tower Bridge,5 More London Place Tooley Street Southwark London SE1 2BY United Kingdom,London,United Kingdom,51.504575,-0.082675,8.7,1705,270,1,0,0,0,1,0,1,0
190,Park Plaza Vondelpark Amsterdam,Koninginneweg 34 36 Oud Zuid 1075 CZ Amsterdam Netherlands,Amsterdam,Netherlands,52.3542655,4.8664365,7.5,2176,180,1,0,1,0,1,1,0,0
191,Eccleston Square Hotel,37 Eccleston Square Westminster Borough London SW1V 1PB United Kingdom,London,United Kingdom,51.4911924,-0.1449474,8.5,369,270,1,0,0,0,1,1,0,0
192,The Academy,21 Gower Street Camden London WC1E 6HG United Kingdom,London,United Kingdom,51.5205441,-0.1308091,7.8,612,220,1,0,0,0,1,1,0,0
193,Apollofirst Boutique Hotel,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,Amsterdam,Netherlands,52.350396,4.8756404,8.5,1284,220,1,0,0,0,1,0,0,0
194,Hotel Les Bains Paris,7 Rue Du Bourg L abb 3rd arr 75003 Paris France,Paris,France,48.863828,2.3519345,8.9,153,270,0,0,0,0,1,0,0,0
195,Mercure Paris Op ra Faubourg Montmartre,5 Rue de Montyon 9th arr 75009 Paris France,Paris,France,48.8729639,2.3444899,7.5,223,230,0,0,0,0,1,0,0,0
196,Le A,4 rue d Artois 8th arr 75008 Paris France,Paris,France,48.8723844,2.3088663,8.9,348,260,1,0,0,0,1,1,0,0
197,Holiday Inn London Whitechapel,5 Cavell Street Tower Hamlets London E1 2BP United Kingdom,London,United Kingdom,51.5154006,-0.0572364,8.5,1131,240,1,0,1,0,1,1,0,0
198,Radisson Blu Edwardian Mercer Street,20 Mercer Street Covent Garden Camden London WC2H 9HD United Kingdom,London,United Kingdom,51.5139275,-0.1271506,8.7,1478,250,1,0,0,0,1,1,0,0
199,H tel Mansart Esprit de France,5 rue des Capucines 1st arr 75001 Paris France,Paris,France,48.8684776,2.3298238,8.6,611,215,1,0,0,0,1,0,0,0
200,The Waldorf Hilton,Aldwych Westminster Borough London WC2B 4DD United Kingdom,London,United Kingdom,51.5131979,-0.1174504,8.4,1479,235,1,1,1,0,1,1,1,0
201,Carlyle Brera Hotel,Corso Garibaldi 84 Milan City Center 20121 Milan Italy,Milan,Italy,45.4769923,9.1844899,8.2,1969,190,1,0,0,0,1,0,0,0
202,NH Amsterdam Noord,Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,Amsterdam,Netherlands,52.3923684,4.9110442,8.2,734,225,1,0,1,0,1,0,0,0
203,My Chelsea,35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom,London,United Kingdom,51.4919083,-0.1684398,8.2,1003,220,1,0,0,0,1,1,0,0
204,Club Quarters Hotel Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,London,United Kingdom,51.506935,-0.126012,8.5,2494,245,1,0,0,0,1,1,0,0
205,Hotel Topazz,Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.210285,16.373579,8.7,809,205,1,0,1,0,1,0,1,0
206,Hilton London Canary Wharf,South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom,London,United Kingdom,51.5007324,-0.01655,9.0,3040,250,1,0,0,0,1,1,1,0
207,Adria Boutique Hotel,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,London,United Kingdom,51.4933372,-0.1788931,8.8,478,255,1,0,0,0,1,0,1,0
208,Aparthotel Arai 4 Superior,Avinyo 30 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3807517,2.1772425,9.3,520,195,1,1,0,0,1,0,0,0
209,Roger de Ll ria,Roger de Lluria 28 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.3910786,2.1717285,8.5,596,190,1,0,0,0,1,1,0,0
210,H tel Westminster,13 Rue De La Paix 2nd arr 75002 Paris France,Paris,France,48.8693409,2.3310263,8.4,1374,240,1,0,1,1,1,1,0,0
211,H tel Brighton Esprit de France,218 rue de Rivoli 1st arr 75001 Paris France,Paris,France,48.8649306,2.3290844,8.7,973,250,1,0,0,0,1,1,0,0
212,Grange Fitzrovia Hotel,20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom,London,United Kingdom,51.521759,-0.1425381,8.1,1034,235,1,0,0,0,1,1,0,0
213,Fleming s Conference Hotel Wien,Neubaug rtel 26 28 07 Neubau 1070 Vienna Austria,Vienna,Austria,48.1995177,16.3388225,8.5,2080,180,1,0,1,1,1,0,0,0
214,Mercure Paris 15 Porte de Versailles,6 Rue Saint Lambert 15th arr 75015 Paris France,Paris,France,48.8382542,2.2903494,8.0,221,230,0,0,0,0,1,0,0,0
215,Ilunion Bel Art,Lepanto 406 Horta Guinard 08025 Barcelona Spain,Barcelona,Spain,41.4101934,2.1695574,7.9,353,150,1,0,0,0,1,0,0,0
216,My Bloomsbury,11 13 Bayley Street Bedford Square Camden London WC1B 3HD United Kingdom,London,United Kingdom,51.5188555,-0.1319172,8.1,1161,255,1,0,0,0,1,0,0,0
217,Novotel Paris Vaugirard Montparnasse,257 Rue De Vaugirard 15th arr 75015 Paris France,Paris,France,48.8399018,2.3031011,7.6,1313,240,1,0,0,0,1,0,0,0
218,Le Dokhan s a Tribute Portfolio Hotel,117 Rue Lauriston 16th arr 75116 Paris France,Paris,France,48.8663359,2.2867935,7.9,222,225,1,0,0,0,1,0,0,0
219,UNA Hotel Scandinavia,Via Giovanni Battista Fauch Sempione 20154 Milan Italy,Milan,Italy,45.4859983,9.1637603,8.5,579,205,1,0,0,0,1,0,0,0
220,Innkeeper s Lodge London Greenwich,291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom,London,United Kingdom,51.4801631,-0.0097201,8.2,1191,235,1,0,0,0,1,0,0,0
221,IH Hotels Milano Lorenteggio,Via Lorenteggio 278 Lorenteggio 20152 Milan Italy,Milan,Italy,45.4436132,9.1161094,7.0,2181,155,1,1,0,0,1,0,0,0
222,Ayre Hotel Gran V a,Gran V a de les Corts Catalanes 322 Sants Montju c 08004 Barcelona Spain,Barcelona,Spain,41.3732462,2.1474351,8.8,4887,190,1,1,1,0,1,0,0,0
223,H10 Metropolitan 4 Sup,Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3875467,2.1673975,9.2,1834,190,1,1,1,1,1,0,1,0
224,DoubleTree by Hilton Hotel London Marble Arch,4 Bryanston St Marble Arch Westminster Borough London W1H 7BY United Kingdom,London,United Kingdom,51.514573,-0.15666,8.1,1290,235,1,0,0,0,1,0,0,0
225,The Curtain,45 Curtain Road Hackney London EC2A 4PJ United Kingdom,London,United Kingdom,51.5237209,-0.0806178,9.1,59,280,0,1,0,1,1,0,0,0
226,Hotel Das Tigra,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2121772,16.3680771,8.9,1817,195,1,0,0,0,1,0,0,0
227,Le Roch Hotel Spa,28 rue Saint Roch 1st arr 75001 Paris France,Paris,France,48.8661991,2.3328826,9.0,118,215,0,1,0,1,1,0,0,0
228,H tel Recamier,3 Bis Place Saint Sulpice 6th arr 75006 Paris France,Paris,France,48.8503493,2.3344305,9.0,164,300,0,0,0,0,1,0,0,0
229,Novotel Milano Linate Aeroporto,Via Mecenate 121 20138 Milan Italy,Milan,Italy,45.4481878,9.2570459,8.0,1607,190,1,1,0,0,1,0,1,0
230,H tel Juliana Paris,10 12 rue Cognacq Jay 7th arr 75007 Paris France,Paris,France,48.8619373,2.3040298,8.6,577,250,1,0,1,1,1,1,0,0
231,Mercure London Hyde Park,8 14 Talbot Sq Paddington Westminster Borough London W2 1TS United Kingdom,London,United Kingdom,51.5151149,-0.1743857,8.6,527,275,1,0,0,0,1,1,0,0
232,Radisson Blu Hotel Amsterdam,Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,Amsterdam,Netherlands,52.3702469,4.8966743,8.6,4593,215,1,0,0,0,1,1,0,0
233,H tel Bedford,17 rue de l Arcade 8th arr 75008 Paris France,Paris,France,48.8720593,2.3236802,8.6,1703,255,1,0,0,0,1,0,0,0
234,Maxim Op ra,13 rue Geoffroy Marie 9th arr 75009 Paris France,Paris,France,48.8738557,2.3444232,8.4,256,235,1,0,0,0,1,0,0,0
235,Negresco Princess 4 Sup,Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.3905166,2.1725643,8.9,2369,185,1,1,1,1,1,1,0,0
236,Park Hyatt Vienna,Am Hof 2 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2105243,16.3683592,9.3,532,225,1,1,1,1,1,1,0,0
237,Maison Souquet,10 rue de Bruxelles 9th arr 75009 Paris France,Paris,France,48.88366,2.3313845,9.3,282,285,1,1,0,1,1,0,0,0
238,Vincci Mae,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,Barcelona,Spain,41.3933943,2.1461315,8.9,546,195,1,1,1,0,1,1,0,0
239,Newhotel Roblin,6 rue Chauveau Lagarde 8th arr 75008 Paris France,Paris,France,48.8714152,2.3239679,8.8,1327,235,1,0,0,0,1,0,0,0
240,Hotel Plaza Elys es,177 Boulevard Haussmann 8th arr 75008 Paris France,Paris,France,48.8746128,2.3056956,8.5,563,250,1,0,0,0,1,0,0,0
241,Gran Hotel Torre Catalunya,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,Barcelona,Spain,41.3795572,2.1425457,8.5,1671,190,1,1,0,1,1,1,0,0
242,Condes de Barcelona,Paseo de Gracia 73 Eixample 08008 Barcelona Spain,Barcelona,Spain,41.3935497,2.1627098,8.7,1319,185,1,1,1,0,1,0,0,0
243,Exe Vienna,Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,Vienna,Austria,48.2149414,16.3365285,7.7,2667,170,1,1,1,0,1,0,0,0
244,Hotel Prinz Eugen,Wiedner G rtel 14 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.1877258,16.3781454,8.3,3308,180,1,0,0,0,1,0,0,0
245,Radisson Blu Edwardian Bloomsbury Street,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,London,United Kingdom,51.517608,-0.1276253,8.6,1641,245,1,0,0,0,1,0,0,0
246,Hotel Beethoven Wien,Papagenogasse 6 06 Mariahilf 1060 Vienna Austria,Vienna,Austria,48.2000165,16.3641802,8.9,578,215,1,0,0,0,1,0,1,0
247,Grand Hotel Central,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,Barcelona,Spain,41.3849695,2.1776631,8.9,988,195,1,1,1,0,1,1,0,0
248,NH Milano Palazzo Moscova,Viale Monte Grappa 12 Garibaldi Station 20124 Milan Italy,Milan,Italy,45.480968,9.189977,8.2,948,220,1,0,1,1,1,0,0,0
249,Hotel Casa Fuster G L Monumento,Passeig de Gracia 132 Gr cia 08008 Barcelona Spain,Barcelona,Spain,41.3980162,2.1581229,9.0,935,200,1,1,1,1,1,1,0,0
250,Catalonia Magdalenes,Magdalenes 13 15 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3861283,2.1745291,9.4,1108,205,1,1,1,1,1,0,0,0
251,FourSide Hotel Suites Vienna,Freytaggasse 25 27 21 Floridsdorf 1210 Vienna Austria,Vienna,Austria,48.2565936,16.4031426,8.6,1146,185,1,0,0,1,1,0,0,0
252,H tel Horset Op ra Best Western Premier Collection,18 Rue d Antin 2nd arr 75002 Paris France,Paris,France,48.8691686,2.3337818,8.5,941,245,1,0,0,0,1,0,0,0
253,Worldhotel Cristoforo Colombo,Corso Buenos Aires 3 Milan City Center 20124 Milan Italy,Milan,Italy,45.4758842,9.205791,8.6,2875,205,1,1,0,1,1,0,0,0
254,Conrad London St James,22 28 Broadway Westminster Borough London SW1H 0BH United Kingdom,London,United Kingdom,51.4993927,-0.1329128,9.1,944,270,1,0,1,0,1,1,1,0
255,Aparthotel Mariano Cubi Barcelona,Mariano Cubi 62 64 Sarri St Gervasi 08006 Barcelona Spain,Barcelona,Spain,41.3982129,2.1494179,8.3,635,165,1,0,0,0,1,0,0,0
256,Hotel Lombardia,Viale Lombardia 74 76 Citt Studi 20131 Milan Italy,Milan,Italy,45.4872511,9.2237385,7.9,713,190,1,0,0,0,1,1,0,0
257,The Chamberlain,130 135 Minories City of London London EC3N 1NU United Kingdom,London,United Kingdom,51.5122457,-0.0757326,8.9,2543,240,1,0,0,0,1,1,0,0
258,Royal Garden Hotel,2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom,London,United Kingdom,51.5027022,-0.1882164,8.8,2213,280,1,0,0,0,1,1,0,0
259,Hotel Nestroy Wien,Rotensterngasse 7a 02 Leopoldstadt 1020 Vienna Austria,Vienna,Austria,48.2178332,16.3821636,8.1,682,165,1,0,1,1,1,0,0,0
260,Novotel London West,1 Shortlands Hammersmith and Fulham London W6 8DR United Kingdom,London,United Kingdom,51.4919588,-0.2200956,8.3,2443,240,1,0,1,0,1,1,0,0
261,Rochester Champs Elysees,92 Rue La Boetie 8th arr 75008 Paris France,Paris,France,48.8724945,2.3091549,8.5,570,250,1,0,1,0,1,1,0,0
262,Radisson Blu Edwardian Vanderbilt,68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,London,United Kingdom,51.4953691,-0.1818966,8.2,2665,235,1,0,0,0,1,1,0,0
263,The Cranley Hotel,10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom,London,United Kingdom,51.4916378,-0.1832833,7.8,388,255,1,0,0,0,1,1,0,0
264,Melia Vienna,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,Vienna,Austria,48.231911,16.4129493,8.6,3557,205,1,1,1,0,1,1,1,0
265,The Ampersand Hotel,10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,London,United Kingdom,51.4943077,-0.1755579,9.1,902,290,1,0,0,0,1,0,0,0
266,Prince de Galles a Luxury Collection hotel Paris,33 avenue George V 8th arr 75008 Paris France,Paris,France,48.869143,2.3006526,9.0,171,255,0,0,0,0,1,0,0,0
267,Hotel Marconi,Via Fabio Filzi 3 Central Station 20124 Milan Italy,Milan,Italy,45.4868744,9.2018407,8.3,1806,190,1,0,0,0,1,0,0,0
268,Colombia,Via Roberto Lepetit 15 Central Station 20124 Milan Italy,Milan,Italy,45.4829817,9.2041911,8.3,1114,195,1,0,1,0,1,0,0,0
269,H tel Keppler,10 Rue Kepler 16th arr 75016 Paris France,Paris,France,48.8699103,2.2973386,9.1,338,235,1,0,0,0,1,0,0,0
270,Canary Riverside Plaza Hotel,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom,London,United Kingdom,51.5066991,-0.0280208,8.9,310,285,1,1,1,1,1,1,0,0
271,Simm s Hotel,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,Vienna,Austria,48.1790835,16.4116997,8.5,849,185,1,0,0,0,1,0,0,0
272,Attica 21 Barcelona Mar,Proven als 10 Sant Mart 08019 Barcelona Spain,Barcelona,Spain,41.4052324,2.2117289,8.1,926,185,1,1,0,0,1,1,0,0
273,The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands,Amsterdam,Netherlands,52.3546649,4.9131641,8.7,7656,210,1,1,1,0,1,1,0,0
274,Petit Palace Barcelona,Roger De Lluria 21 Esq Gran Via 662 Eixample 08037 Barcelona Spain,Barcelona,Spain,41.3909816,2.1714938,7.9,1148,160,1,0,0,0,1,0,0,0
275,Barcel Sants,Plaza Paisos Catalans s n Sants Montju c 08014 Barcelona Spain,Barcelona,Spain,41.3798964,2.1412433,8.6,4379,195,1,0,1,0,1,0,0,0
276,The Beaumont Hotel,8 Balderton Street Brown Hart Gardens Westminster Borough London W1K 6TF United Kingdom,London,United Kingdom,51.513055,-0.152257,9.4,334,280,0,0,0,1,1,0,0,0
277,Hotel Spa Villa Olimpica Suites,Pallars 121 125 Sant Mart 08018 Barcelona Spain,Barcelona,Spain,41.3971434,2.1921947,8.0,3565,185,1,1,1,1,1,1,0,0
278,Melia Paris Champs Elys es,102 Avenue Victor Hugo 16th arr 75016 Paris France,Paris,France,48.8688962,2.2827459,8.3,95,240,1,0,0,0,1,0,0,0
279,Goralska R sidences H tel Paris Bastille,7 Boulevard Bourdon 4th arr 75004 Paris France,Paris,France,48.8482842,2.3657251,9.4,107,255,1,0,0,0,1,0,0,0
280,Sixtytwo Hotel,Passeig de Gracia 62 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3930168,2.1646148,9.2,1010,185,1,0,0,0,1,0,1,0
281,The Cleveland,39 40 Cleveland Square Westminster Borough London W2 6DA United Kingdom,London,United Kingdom,51.5139692,-0.1828202,8.2,909,215,1,0,0,0,1,0,0,0
282,Park Lane Mews Hotel,2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom,London,United Kingdom,51.5059334,-0.1489418,7.0,2061,205,1,0,0,0,1,0,0,0
283,Norfolk Towers Paddington,34 Norfolk Place Paddington Westminster Borough London W2 1QW United Kingdom,London,United Kingdom,51.5162883,-0.1721078,7.9,4065,235,1,0,0,0,1,0,0,0
284,Holiday Inn Amsterdam Arena Towers,Hoogoorddreef 66 Zuidoost 1101 BE Amsterdam Netherlands,Amsterdam,Netherlands,52.3096835,4.9422614,8.4,1992,200,1,0,0,0,1,1,0,0
285,citizenM Amsterdam,Prinses Irenestraat 30 Zuideramstel 1077 WX Amsterdam Netherlands,Amsterdam,Netherlands,52.3419432,4.8759604,8.6,4530,220,1,0,0,0,1,0,1,0
286,NH Hesperia Barcelona Presidente,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,Barcelona,Spain,41.3941338,2.1489569,8.6,847,185,1,0,0,0,1,0,0,0
287,Windsor Opera,10 Rue Gabriel Laumain 10th arr 75010 Paris France,Paris,France,48.8734851,2.3485111,8.3,168,260,1,0,0,0,1,0,0,0
288,Milan Marriott Hotel,Via Washington 66 Fiera Milano City 20146 Milan Italy,Milan,Italy,45.4611287,9.1542675,7.6,576,200,1,0,0,0,1,0,0,0
289,Eurostars Grand Marina Hotel GL,Moll de Barcelona WTC Ciutat Vella 08039 Barcelona Spain,Barcelona,Spain,41.371308,2.181698,8.5,4559,200,1,1,1,1,1,1,0,0
290,Mandarin Oriental Paris,251 rue Saint Honor 1st arr 75001 Paris France,Paris,France,48.8671889,2.326927,9.1,81,275,0,0,0,0,1,0,0,0
291,Intercontinental London The O2,1 Waterview Drive Greenwich London SE10 0TW United Kingdom,London,United Kingdom,51.5024348,-0.0002497,9.4,4204,300,1,1,0,1,1,1,0,0
292,Hotel Vienna,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,Vienna,Austria,48.2196722,16.3863588,8.1,1044,190,1,0,0,0,1,0,0,0
293,HCC Regente,Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,Barcelona,Spain,41.3922919,2.1622256,8.1,354,170,1,1,0,0,1,0,0,0
294,Hotel Imlauer Wien,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,Vienna,Austria,48.2176776,16.3821364,8.5,1152,190,1,0,1,1,1,1,0,0
295,Leonardo Hotel Vienna,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria,Vienna,Austria,48.1945297,16.340327,8.1,6373,190,1,0,1,0,1,1,0,0
296,Hotel Le Sainte Beuve,9 Rue Sainte Beuve 6th arr 75006 Paris France,Paris,France,48.8438998,2.3294858,8.9,143,230,0,0,0,0,1,0,0,0
297,Majestic Hotel Spa,30 Rue La P rouse 16th arr 75016 Paris France,Paris,France,48.8703672,2.2938868,8.7,232,250,0,1,0,1,1,0,0,0
298,Crowne Plaza London Docklands,Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom,London,United Kingdom,51.5083537,0.0198855,8.8,2768,245,1,1,1,1,1,1,0,0
299,Park Grand Paddington Court,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,London,United Kingdom,51.5135555,-0.180002,8.1,6608,230,1,0,0,0,1,0,0,0
300,Idea Hotel Milano San Siro,Via Gaetano Airaghi 125 20153 Milan Italy,Milan,Italy,45.4720654,9.0777871,6.9,5742,160,1,0,0,0,1,0,0,0
301,INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,Amsterdam,Netherlands,52.3754926,4.8929878,8.9,2574,230,1,0,0,0,1,1,0,0
302,Plaza Tour Eiffel,32 Rue Greuze 16th arr 75016 Paris France,Paris,France,48.8645647,2.2821827,8.5,266,265,1,0,1,0,1,1,0,0
303,Eurostars Embassy,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,Vienna,Austria,48.1964001,16.3958668,8.4,1442,170,1,0,0,0,1,0,0,0
304,Austria Trend Hotel Bosei Wien,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria,Vienna,Austria,48.1629737,16.3404024,8.3,3287,165,1,0,0,0,1,0,0,0
